date,country,season
2021-11-04,JPN,Fall
2021-11-04,GBR,Fall
2021-11-04,CAN,Fall
2021-11-04,AUS,Spring
2021-11-04,BRA,Spring
2021-11-04,ZAF,Spring
2021-11-05,USA,Fall
2021-11-05,DEU,Fall
2021-11-05,FRA,Fall
2021-11-05,KOR,Fall
2021-11-05,JPN,Fall
2021-11-05,GBR,Fall
2021-11-05,CAN,Fall
2021-11-05,AUS,Spring
2021-11-05,BRA,Spring
2021-11-05,ZAF,Spring
2021-11-06,USA,Fall
2021-11-06,DEU,Fall
2021-11-06,FRA,Fall
2021-11-06,KOR,Fall
2021-11-06,JPN,Fall
2021-11-06,GBR,Fall
2021-11-06,CAN,Fall
2021-11-06,AUS,Spring
2021-11-06,BRA,Spring
2021-11-06,ZAF,Spring
2021-11-07,USA,Fall
2021-11-07,DEU,Fall
2021-11-07,FRA,Fall
2021-11-07,KOR,Fall
2021-11-07,JPN,Fall
2021-11-07,GBR,Fall
2021-11-07,CAN,Fall
2021-11-07,AUS,Spring
2021-11-07,BRA,Spring
2021-11-07,ZAF,Spring
2021-11-08,USA,Fall
2021-11-08,DEU,Fall
2021-11-08,FRA,Fall
2021-11-08,KOR,Fall
2021-11-08,JPN,Fall
2021-11-08,GBR,Fall
2021-11-08,CAN,Fall
2021-11-08,AUS,Spring
2021-11-08,BRA,Spring
2021-11-08,ZAF,Spring
2021-11-09,USA,Fall
2021-11-09,DEU,Fall
2021-11-09,FRA,Fall
2021-11-09,KOR,Fall
2021-11-09,JPN,Fall
2021-11-09,GBR,Fall
2021-11-09,CAN,Fall
2021-11-09,AUS,Spring
2021-11-09,BRA,Spring
2021-11-09,ZAF,Spring
2021-11-10,USA,Fall
2021-11-10,DEU,Fall
2021-11-10,FRA,Fall
2021-11-10,KOR,Fall
2021-11-10,JPN,Fall
2021-11-10,GBR,Fall
2021-11-10,CAN,Fall
2021-11-10,AUS,Spring
2021-11-10,BRA,Spring
2021-11-10,ZAF,Spring
2021-11-11,USA,Fall
2021-11-11,DEU,Fall
2021-11-11,FRA,Fall
2021-11-11,KOR,Fall
2021-11-11,JPN,Fall
2021-11-11,GBR,Fall
2021-11-11,CAN,Fall
2021-11-11,AUS,Spring
2021-11-11,BRA,Spring
2021-11-11,ZAF,Spring
2021-11-12,USA,Fall
2021-11-12,DEU,Fall
2021-11-12,FRA,Fall
2021-11-12,KOR,Fall
2021-11-12,JPN,Fall
2021-11-12,GBR,Fall
2021-11-12,CAN,Fall
2021-11-12,AUS,Spring
2021-11-12,BRA,Spring
2021-11-12,ZAF,Spring
2021-11-13,USA,Fall
2021-11-13,DEU,Fall
2021-11-13,FRA,Fall
2021-11-13,KOR,Fall
2021-11-13,JPN,Fall
2021-11-13,GBR,Fall
2021-11-13,CAN,Fall
2021-11-13,AUS,Spring
2021-11-13,BRA,Spring
2021-11-13,ZAF,Spring
2021-11-14,USA,Fall
2021-11-14,DEU,Fall
2021-11-14,FRA,Fall
2021-11-14,KOR,Fall
2021-11-14,JPN,Fall
2021-11-14,GBR,Fall
2021-11-14,CAN,Fall
2021-11-14,AUS,Spring
2021-11-14,BRA,Spring
2021-11-14,ZAF,Spring
2021-11-15,USA,Fall
2021-11-15,DEU,Fall
2021-11-15,FRA,Fall
2021-11-15,KOR,Fall
2021-11-15,JPN,Fall
2021-11-15,GBR,Fall
2021-11-15,CAN,Fall
2021-11-15,AUS,Spring
2021-11-15,BRA,Spring
2021-11-15,ZAF,Spring
2021-11-16,USA,Fall
2021-11-16,DEU,Fall
2021-11-16,FRA,Fall
2021-11-16,KOR,Fall
2021-11-16,JPN,Fall
2021-11-16,GBR,Fall
2021-11-16,CAN,Fall
2021-11-16,AUS,Spring
2021-11-16,BRA,Spring
2021-11-16,ZAF,Spring
2021-11-17,USA,Fall
2021-11-17,DEU,Fall
2021-11-17,FRA,Fall
2021-11-17,KOR,Fall
2021-11-17,JPN,Fall
2021-11-17,GBR,Fall
2021-11-17,CAN,Fall
2021-11-17,AUS,Spring
2021-11-17,BRA,Spring
2021-11-17,ZAF,Spring
2021-11-18,USA,Fall
2021-11-18,DEU,Fall
2021-11-18,FRA,Fall
2021-11-18,KOR,Fall
2021-11-18,JPN,Fall
2021-11-18,GBR,Fall
2021-11-18,CAN,Fall
2021-11-18,AUS,Spring
2021-11-18,BRA,Spring
2021-11-18,ZAF,Spring
2021-11-19,USA,Fall
2021-11-19,DEU,Fall
2021-11-19,FRA,Fall
2021-11-19,KOR,Fall
2021-11-19,JPN,Fall
2021-11-19,GBR,Fall
2021-11-19,CAN,Fall
2021-11-19,AUS,Spring
2021-11-19,BRA,Spring
2021-11-19,ZAF,Spring
2021-11-20,USA,Fall
2021-11-20,DEU,Fall
2021-11-20,FRA,Fall
2021-11-20,KOR,Fall
2021-11-20,JPN,Fall
2021-11-20,GBR,Fall
2021-11-20,CAN,Fall
2021-11-20,AUS,Spring
2021-11-20,BRA,Spring
2021-11-20,ZAF,Spring
2021-11-21,USA,Fall
2021-11-21,DEU,Fall
2021-11-21,FRA,Fall
2021-11-21,KOR,Fall
2021-11-21,JPN,Fall
2021-11-21,GBR,Fall
2021-11-21,CAN,Fall
2021-11-21,AUS,Spring
2021-11-21,BRA,Spring
2021-11-21,ZAF,Spring
2021-11-22,USA,Fall
2021-11-22,DEU,Fall
2021-11-22,FRA,Fall
2021-11-22,KOR,Fall
2021-11-22,JPN,Fall
2021-11-22,GBR,Fall
2021-11-22,CAN,Fall
2021-11-22,AUS,Spring
2021-11-22,BRA,Spring
2021-11-22,ZAF,Spring
2021-11-23,USA,Fall
2021-11-23,DEU,Fall
2021-11-23,FRA,Fall
2021-11-23,KOR,Fall
2021-11-23,JPN,Fall
2021-11-23,GBR,Fall
2021-11-23,CAN,Fall
2021-11-23,AUS,Spring
2021-11-23,BRA,Spring
2021-11-23,ZAF,Spring
2021-11-24,USA,Fall
2021-11-24,DEU,Fall
2021-11-24,FRA,Fall
2021-11-24,KOR,Fall
2021-11-24,JPN,Fall
2021-11-24,GBR,Fall
2021-11-24,CAN,Fall
2021-11-24,AUS,Spring
2021-11-24,BRA,Spring
2021-11-24,ZAF,Spring
2021-11-25,USA,Fall
2021-11-25,DEU,Fall
2021-11-25,FRA,Fall
2021-11-25,KOR,Fall
2021-11-25,JPN,Fall
2021-11-25,GBR,Fall
2021-11-25,CAN,Fall
2021-11-25,AUS,Spring
2021-11-25,BRA,Spring
2021-11-25,ZAF,Spring
2021-11-26,USA,Fall
2021-11-26,DEU,Fall
2021-11-26,FRA,Fall
2021-11-26,KOR,Fall
2021-11-26,JPN,Fall
2021-11-26,GBR,Fall
2021-11-26,CAN,Fall
2021-11-26,AUS,Spring
2021-11-26,BRA,Spring
2021-11-26,ZAF,Spring
2021-11-27,USA,Fall
2021-11-27,DEU,Fall
2021-11-27,FRA,Fall
2021-11-27,KOR,Fall
2021-11-27,JPN,Fall
2021-11-27,GBR,Fall
2021-11-27,CAN,Fall
2021-11-27,AUS,Spring
2021-11-27,BRA,Spring
2021-11-27,ZAF,Spring
2021-11-28,USA,Fall
2021-11-28,DEU,Fall
2021-11-28,FRA,Fall
2021-11-28,KOR,Fall
2021-11-28,JPN,Fall
2021-11-28,GBR,Fall
2021-11-28,CAN,Fall
2021-11-28,AUS,Spring
2021-11-28,BRA,Spring
2021-11-28,ZAF,Spring
2021-11-29,USA,Fall
2021-11-29,DEU,Fall
2021-11-29,FRA,Fall
2021-11-29,KOR,Fall
2021-11-29,JPN,Fall
2021-11-29,GBR,Fall
2021-11-29,CAN,Fall
2021-11-29,AUS,Spring
2021-11-29,BRA,Spring
2021-11-29,ZAF,Spring
2021-11-30,USA,Fall
2021-11-30,DEU,Fall
2021-11-30,FRA,Fall
2021-11-30,KOR,Fall
2021-11-30,JPN,Fall
2021-11-30,GBR,Fall
2021-11-30,CAN,Fall
2021-11-30,AUS,Spring
2021-11-30,BRA,Spring
2021-11-30,ZAF,Spring
2021-12-01,USA,Winter
2021-12-01,DEU,Winter
2021-12-01,FRA,Winter
2021-12-01,KOR,Winter
2021-12-01,JPN,Winter
2021-12-01,GBR,Winter
2021-12-01,CAN,Winter
2021-12-01,AUS,Summer
2021-12-01,BRA,Summer
2021-12-01,ZAF,Summer
2021-12-02,USA,Winter
2021-12-02,DEU,Winter
2021-12-02,FRA,Winter
2021-12-02,KOR,Winter
2021-12-02,JPN,Winter
2021-12-02,GBR,Winter
2021-12-02,CAN,Winter
2021-12-02,AUS,Summer
2021-12-02,BRA,Summer
2021-12-02,ZAF,Summer
2021-12-03,USA,Winter
2021-12-03,DEU,Winter
2021-12-03,FRA,Winter
2021-12-03,KOR,Winter
2021-12-03,JPN,Winter
2021-12-03,GBR,Winter
2021-12-03,CAN,Winter
2021-12-03,AUS,Summer
2021-12-03,BRA,Summer
2021-12-03,ZAF,Summer
2021-12-04,USA,Winter
2021-12-04,DEU,Winter
2021-12-04,FRA,Winter
2021-12-04,KOR,Winter
2021-12-04,JPN,Winter
2021-12-04,GBR,Winter
2021-12-04,CAN,Winter
2021-12-04,AUS,Summer
2021-12-04,BRA,Summer
2021-12-04,ZAF,Summer
2021-12-05,USA,Winter
2021-12-05,DEU,Winter
2021-12-05,FRA,Winter
2021-12-05,KOR,Winter
2021-12-05,JPN,Winter
2021-12-05,GBR,Winter
2021-12-05,CAN,Winter
2021-12-05,AUS,Summer
2021-12-05,BRA,Summer
2021-12-05,ZAF,Summer
2021-12-06,USA,Winter
2021-12-06,DEU,Winter
2021-12-06,FRA,Winter
2021-12-06,KOR,Winter
2021-12-06,JPN,Winter
2021-12-06,GBR,Winter
2021-12-06,CAN,Winter
2021-12-06,AUS,Summer
2021-12-06,BRA,Summer
2021-12-06,ZAF,Summer
2021-12-07,USA,Winter
2021-12-07,DEU,Winter
2021-12-07,FRA,Winter
2021-12-07,KOR,Winter
2021-12-07,JPN,Winter
2021-12-07,GBR,Winter
2021-12-07,CAN,Winter
2021-12-07,AUS,Summer
2021-12-07,BRA,Summer
2021-12-07,ZAF,Summer
2021-12-08,USA,Winter
2021-12-08,DEU,Winter
2021-12-08,FRA,Winter
2021-12-08,KOR,Winter
2021-12-08,JPN,Winter
2021-12-08,GBR,Winter
2021-12-08,CAN,Winter
2021-12-08,AUS,Summer
2021-12-08,BRA,Summer
2021-12-08,ZAF,Summer
2021-12-09,USA,Winter
2021-12-09,DEU,Winter
2021-12-09,FRA,Winter
2021-12-09,KOR,Winter
2021-12-09,JPN,Winter
2021-12-09,GBR,Winter
2021-12-09,CAN,Winter
2021-12-09,AUS,Summer
2021-12-09,BRA,Summer
2021-12-09,ZAF,Summer
2021-12-10,USA,Winter
2021-12-10,DEU,Winter
2021-12-10,FRA,Winter
2021-12-10,KOR,Winter
2021-12-10,JPN,Winter
2021-12-10,GBR,Winter
2021-12-10,CAN,Winter
2021-12-10,AUS,Summer
2021-12-10,BRA,Summer
2021-12-10,ZAF,Summer
2021-12-11,USA,Winter
2021-12-11,DEU,Winter
2021-12-11,FRA,Winter
2021-12-11,KOR,Winter
2021-12-11,JPN,Winter
2021-12-11,GBR,Winter
2021-12-11,CAN,Winter
2021-12-11,AUS,Summer
2021-12-11,BRA,Summer
2021-12-11,ZAF,Summer
2021-12-12,USA,Winter
2021-12-12,DEU,Winter
2021-12-12,FRA,Winter
2021-12-12,KOR,Winter
2021-12-12,JPN,Winter
2021-12-12,GBR,Winter
2021-12-12,CAN,Winter
2021-12-12,AUS,Summer
2021-12-12,BRA,Summer
2021-12-12,ZAF,Summer
2021-12-13,USA,Winter
2021-12-13,DEU,Winter
2021-12-13,FRA,Winter
2021-12-13,KOR,Winter
2021-12-13,JPN,Winter
2021-12-13,GBR,Winter
2021-12-13,CAN,Winter
2021-12-13,AUS,Summer
2021-12-13,BRA,Summer
2021-12-13,ZAF,Summer
2021-12-14,USA,Winter
2021-12-14,DEU,Winter
2021-12-14,FRA,Winter
2021-12-14,KOR,Winter
2021-12-14,JPN,Winter
2021-12-14,GBR,Winter
2021-12-14,CAN,Winter
2021-12-14,AUS,Summer
2021-12-14,BRA,Summer
2021-12-14,ZAF,Summer
2021-12-15,USA,Winter
2021-12-15,DEU,Winter
2021-12-15,FRA,Winter
2021-12-15,KOR,Winter
2021-12-15,JPN,Winter
2021-12-15,GBR,Winter
2021-12-15,CAN,Winter
2021-12-15,AUS,Summer
2021-12-15,BRA,Summer
2021-12-15,ZAF,Summer
2021-12-16,USA,Winter
2021-12-16,DEU,Winter
2021-12-16,FRA,Winter
2021-12-16,KOR,Winter
2021-12-16,JPN,Winter
2021-12-16,GBR,Winter
2021-12-16,CAN,Winter
2021-12-16,AUS,Summer
2021-12-16,BRA,Summer
2021-12-16,ZAF,Summer
2021-12-17,USA,Winter
2021-12-17,DEU,Winter
2021-12-17,FRA,Winter
2021-12-17,KOR,Winter
2021-12-17,JPN,Winter
2021-12-17,GBR,Winter
2021-12-17,CAN,Winter
2021-12-17,AUS,Summer
2021-12-17,BRA,Summer
2021-12-17,ZAF,Summer
2021-12-18,USA,Winter
2021-12-18,DEU,Winter
2021-12-18,FRA,Winter
2021-12-18,KOR,Winter
2021-12-18,JPN,Winter
2021-12-18,GBR,Winter
2021-12-18,CAN,Winter
2021-12-18,AUS,Summer
2021-12-18,BRA,Summer
2021-12-18,ZAF,Summer
2021-12-19,USA,Winter
2021-12-19,DEU,Winter
2021-12-19,FRA,Winter
2021-12-19,KOR,Winter
2021-12-19,JPN,Winter
2021-12-19,GBR,Winter
2021-12-19,CAN,Winter
2021-12-19,AUS,Summer
2021-12-19,BRA,Summer
2021-12-19,ZAF,Summer
2021-12-20,USA,Winter
2021-12-20,DEU,Winter
2021-12-20,FRA,Winter
2021-12-20,KOR,Winter
2021-12-20,JPN,Winter
2021-12-20,GBR,Winter
2021-12-20,CAN,Winter
2021-12-20,AUS,Summer
2021-12-20,BRA,Summer
2021-12-20,ZAF,Summer
2021-12-21,USA,Winter
2021-12-21,DEU,Winter
2021-12-21,FRA,Winter
2021-12-21,KOR,Winter
2021-12-21,JPN,Winter
2021-12-21,GBR,Winter
2021-12-21,CAN,Winter
2021-12-21,AUS,Summer
2021-12-21,BRA,Summer
2021-12-21,ZAF,Summer
2021-12-22,USA,Winter
2021-12-22,DEU,Winter
2021-12-22,FRA,Winter
2021-12-22,KOR,Winter
2021-12-22,JPN,Winter
2021-12-22,GBR,Winter
2021-12-22,CAN,Winter
2021-12-22,AUS,Summer
2021-12-22,BRA,Summer
2021-12-22,ZAF,Summer
2021-12-23,USA,Winter
2021-12-23,DEU,Winter
2021-12-23,FRA,Winter
2021-12-23,KOR,Winter
2021-12-23,JPN,Winter
2021-12-23,GBR,Winter
2021-12-23,CAN,Winter
2021-12-23,AUS,Summer
2021-12-23,BRA,Summer
2021-12-23,ZAF,Summer
2021-12-24,USA,Winter
2021-12-24,DEU,Winter
2021-12-24,FRA,Winter
2021-12-24,KOR,Winter
2021-12-24,JPN,Winter
2021-12-24,GBR,Winter
2021-12-24,CAN,Winter
2021-12-24,AUS,Summer
2021-12-24,BRA,Summer
2021-12-24,ZAF,Summer
2021-12-25,USA,Winter
2021-12-25,DEU,Winter
2021-12-25,FRA,Winter
2021-12-25,KOR,Winter
2021-12-25,JPN,Winter
2021-12-25,GBR,Winter
2021-12-25,CAN,Winter
2021-12-25,AUS,Summer
2021-12-25,BRA,Summer
2021-12-25,ZAF,Summer
2021-12-26,USA,Winter
2021-12-26,DEU,Winter
2021-12-26,FRA,Winter
2021-12-26,KOR,Winter
2021-12-26,JPN,Winter
2021-12-26,GBR,Winter
2021-12-26,CAN,Winter
2021-12-26,AUS,Summer
2021-12-26,BRA,Summer
2021-12-26,ZAF,Summer
2021-12-27,USA,Winter
2021-12-27,DEU,Winter
2021-12-27,FRA,Winter
2021-12-27,KOR,Winter
2021-12-27,JPN,Winter
2021-12-27,GBR,Winter
2021-12-27,CAN,Winter
2021-12-27,AUS,Summer
2021-12-27,BRA,Summer
2021-12-27,ZAF,Summer
2021-12-28,USA,Winter
2021-12-28,DEU,Winter
2021-12-28,FRA,Winter
2021-12-28,KOR,Winter
2021-12-28,JPN,Winter
2021-12-28,GBR,Winter
2021-12-28,CAN,Winter
2021-12-28,AUS,Summer
2021-12-28,BRA,Summer
2021-12-28,ZAF,Summer
2021-12-29,USA,Winter
2021-12-29,DEU,Winter
2021-12-29,FRA,Winter
2021-12-29,KOR,Winter
2021-12-29,JPN,Winter
2021-12-29,GBR,Winter
2021-12-29,CAN,Winter
2021-12-29,AUS,Summer
2021-12-29,BRA,Summer
2021-12-29,ZAF,Summer
2021-12-30,USA,Winter
2021-12-30,DEU,Winter
2021-12-30,FRA,Winter
2021-12-30,KOR,Winter
2021-12-30,JPN,Winter
2021-12-30,GBR,Winter
2021-12-30,CAN,Winter
2021-12-30,AUS,Summer
2021-12-30,BRA,Summer
2021-12-30,ZAF,Summer
2021-12-31,USA,Winter
2021-12-31,DEU,Winter
2021-12-31,FRA,Winter
2021-12-31,KOR,Winter
2021-12-31,JPN,Winter
2021-12-31,GBR,Winter
2021-12-31,CAN,Winter
2021-12-31,AUS,Summer
2021-12-31,BRA,Summer
2021-12-31,ZAF,Summer
2022-01-01,USA,Winter
2022-01-01,DEU,Winter
2022-01-01,FRA,Winter
2022-01-01,KOR,Winter
2022-01-01,JPN,Winter
2022-01-01,GBR,Winter
2022-01-01,CAN,Winter
2022-01-01,AUS,Summer
2022-01-01,BRA,Summer
2022-01-01,ZAF,Summer
2022-01-02,USA,Winter
2022-01-02,DEU,Winter
2022-01-02,FRA,Winter
2022-01-02,KOR,Winter
2022-01-02,JPN,Winter
2022-01-02,GBR,Winter
2022-01-02,CAN,Winter
2022-01-02,AUS,Summer
2022-01-02,BRA,Summer
2022-01-02,ZAF,Summer
2022-01-03,USA,Winter
2022-01-03,DEU,Winter
2022-01-03,FRA,Winter
2022-01-03,KOR,Winter
2022-01-03,JPN,Winter
2022-01-03,GBR,Winter
2022-01-03,CAN,Winter
2022-01-03,AUS,Summer
2022-01-03,BRA,Summer
2022-01-03,ZAF,Summer
2022-01-04,USA,Winter
2022-01-04,DEU,Winter
2022-01-04,FRA,Winter
2022-01-04,KOR,Winter
2022-01-04,JPN,Winter
2022-01-04,GBR,Winter
2022-01-04,CAN,Winter
2022-01-04,AUS,Summer
2022-01-04,BRA,Summer
2022-01-04,ZAF,Summer
2022-01-05,USA,Winter
2022-01-05,DEU,Winter
2022-01-05,FRA,Winter
2022-01-05,KOR,Winter
2022-01-05,JPN,Winter
2022-01-05,GBR,Winter
2022-01-05,CAN,Winter
2022-01-05,AUS,Summer
2022-01-05,BRA,Summer
2022-01-05,ZAF,Summer
2022-01-06,USA,Winter
2022-01-06,DEU,Winter
2022-01-06,FRA,Winter
2022-01-06,KOR,Winter
2022-01-06,JPN,Winter
2022-01-06,GBR,Winter
2022-01-06,CAN,Winter
2022-01-06,AUS,Summer
2022-01-06,BRA,Summer
2022-01-06,ZAF,Summer
2022-01-07,USA,Winter
2022-01-07,DEU,Winter
2022-01-07,FRA,Winter
2022-01-07,KOR,Winter
2022-01-07,JPN,Winter
2022-01-07,GBR,Winter
2022-01-07,CAN,Winter
2022-01-07,AUS,Summer
2022-01-07,BRA,Summer
2022-01-07,ZAF,Summer
2022-01-08,USA,Winter
2022-01-08,DEU,Winter
2022-01-08,FRA,Winter
2022-01-08,KOR,Winter
2022-01-08,JPN,Winter
2022-01-08,GBR,Winter
2022-01-08,CAN,Winter
2022-01-08,AUS,Summer
2022-01-08,BRA,Summer
2022-01-08,ZAF,Summer
2022-01-09,USA,Winter
2022-01-09,DEU,Winter
2022-01-09,FRA,Winter
2022-01-09,KOR,Winter
2022-01-09,JPN,Winter
2022-01-09,GBR,Winter
2022-01-09,CAN,Winter
2022-01-09,AUS,Summer
2022-01-09,BRA,Summer
2022-01-09,ZAF,Summer
2022-01-10,USA,Winter
2022-01-10,DEU,Winter
2022-01-10,FRA,Winter
2022-01-10,KOR,Winter
2022-01-10,JPN,Winter
2022-01-10,GBR,Winter
2022-01-10,CAN,Winter
2022-01-10,AUS,Summer
2022-01-10,BRA,Summer
2022-01-10,ZAF,Summer
2022-01-11,USA,Winter
2022-01-11,DEU,Winter
2022-01-11,FRA,Winter
2022-01-11,KOR,Winter
2022-01-11,JPN,Winter
2022-01-11,GBR,Winter
2022-01-11,CAN,Winter
2022-01-11,AUS,Summer
2022-01-11,BRA,Summer
2022-01-11,ZAF,Summer
2022-01-12,USA,Winter
2022-01-12,DEU,Winter
2022-01-12,FRA,Winter
2022-01-12,KOR,Winter
2022-01-12,JPN,Winter
2022-01-12,GBR,Winter
2022-01-12,CAN,Winter
2022-01-12,AUS,Summer
2022-01-12,BRA,Summer
2022-01-12,ZAF,Summer
2022-01-13,USA,Winter
2022-01-13,DEU,Winter
2022-01-13,FRA,Winter
2022-01-13,KOR,Winter
2022-01-13,JPN,Winter
2022-01-13,GBR,Winter
2022-01-13,CAN,Winter
2022-01-13,AUS,Summer
2022-01-13,BRA,Summer
2022-01-13,ZAF,Summer
2022-01-14,USA,Winter
2022-01-14,DEU,Winter
2022-01-14,FRA,Winter
2022-01-14,KOR,Winter
2022-01-14,JPN,Winter
2022-01-14,GBR,Winter
2022-01-14,CAN,Winter
2022-01-14,AUS,Summer
2022-01-14,BRA,Summer
2022-01-14,ZAF,Summer
2022-01-15,USA,Winter
2022-01-15,DEU,Winter
2022-01-15,FRA,Winter
2022-01-15,KOR,Winter
2022-01-15,JPN,Winter
2022-01-15,GBR,Winter
2022-01-15,CAN,Winter
2022-01-15,AUS,Summer
2022-01-15,BRA,Summer
2022-01-15,ZAF,Summer
2022-01-16,USA,Winter
2022-01-16,DEU,Winter
2022-01-16,FRA,Winter
2022-01-16,KOR,Winter
2022-01-16,JPN,Winter
2022-01-16,GBR,Winter
2022-01-16,CAN,Winter
2022-01-16,AUS,Summer
2022-01-16,BRA,Summer
2022-01-16,ZAF,Summer
2022-01-17,USA,Winter
2022-01-17,DEU,Winter
2022-01-17,FRA,Winter
2022-01-17,KOR,Winter
2022-01-17,JPN,Winter
2022-01-17,GBR,Winter
2022-01-17,CAN,Winter
2022-01-17,AUS,Summer
2022-01-17,BRA,Summer
2022-01-17,ZAF,Summer
2022-01-18,USA,Winter
2022-01-18,DEU,Winter
2022-01-18,FRA,Winter
2022-01-18,KOR,Winter
2022-01-18,JPN,Winter
2022-01-18,GBR,Winter
2022-01-18,CAN,Winter
2022-01-18,AUS,Summer
2022-01-18,BRA,Summer
2022-01-18,ZAF,Summer
2022-01-19,USA,Winter
2022-01-19,DEU,Winter
2022-01-19,FRA,Winter
2022-01-19,KOR,Winter
2022-01-19,JPN,Winter
2022-01-19,GBR,Winter
2022-01-19,CAN,Winter
2022-01-19,AUS,Summer
2022-01-19,BRA,Summer
2022-01-19,ZAF,Summer
2022-01-20,USA,Winter
2022-01-20,DEU,Winter
2022-01-20,FRA,Winter
2022-01-20,KOR,Winter
2022-01-20,JPN,Winter
2022-01-20,GBR,Winter
2022-01-20,CAN,Winter
2022-01-20,AUS,Summer
2022-01-20,BRA,Summer
2022-01-20,ZAF,Summer
2022-01-21,USA,Winter
2022-01-21,DEU,Winter
2022-01-21,FRA,Winter
2022-01-21,KOR,Winter
2022-01-21,JPN,Winter
2022-01-21,GBR,Winter
2022-01-21,CAN,Winter
2022-01-21,AUS,Summer
2022-01-21,BRA,Summer
2022-01-21,ZAF,Summer
2022-01-22,USA,Winter
2022-01-22,DEU,Winter
2022-01-22,FRA,Winter
2022-01-22,KOR,Winter
2022-01-22,JPN,Winter
2022-01-22,GBR,Winter
2022-01-22,CAN,Winter
2022-01-22,AUS,Summer
2022-01-22,BRA,Summer
2022-01-22,ZAF,Summer
2022-01-23,USA,Winter
2022-01-23,DEU,Winter
2022-01-23,FRA,Winter
2022-01-23,KOR,Winter
2022-01-23,JPN,Winter
2022-01-23,GBR,Winter
2022-01-23,CAN,Winter
2022-01-23,AUS,Summer
2022-01-23,BRA,Summer
2022-01-23,ZAF,Summer
2022-01-24,USA,Winter
2022-01-24,DEU,Winter
2022-01-24,FRA,Winter
2022-01-24,KOR,Winter
2022-01-24,JPN,Winter
2022-01-24,GBR,Winter
2022-01-24,CAN,Winter
2022-01-24,AUS,Summer
2022-01-24,BRA,Summer
2022-01-24,ZAF,Summer
2022-01-25,USA,Winter
2022-01-25,DEU,Winter
2022-01-25,FRA,Winter
2022-01-25,KOR,Winter
2022-01-25,JPN,Winter
2022-01-25,GBR,Winter
2022-01-25,CAN,Winter
2022-01-25,AUS,Summer
2022-01-25,BRA,Summer
2022-01-25,ZAF,Summer
2022-01-26,USA,Winter
2022-01-26,DEU,Winter
2022-01-26,FRA,Winter
2022-01-26,KOR,Winter
2022-01-26,JPN,Winter
2022-01-26,GBR,Winter
2022-01-26,CAN,Winter
2022-01-26,AUS,Summer
2022-01-26,BRA,Summer
2022-01-26,ZAF,Summer
2022-01-27,USA,Winter
2022-01-27,DEU,Winter
2022-01-27,FRA,Winter
2022-01-27,KOR,Winter
2022-01-27,JPN,Winter
2022-01-27,GBR,Winter
2022-01-27,CAN,Winter
2022-01-27,AUS,Summer
2022-01-27,BRA,Summer
2022-01-27,ZAF,Summer
2022-01-28,USA,Winter
2022-01-28,DEU,Winter
2022-01-28,FRA,Winter
2022-01-28,KOR,Winter
2022-01-28,JPN,Winter
2022-01-28,GBR,Winter
2022-01-28,CAN,Winter
2022-01-28,AUS,Summer
2022-01-28,BRA,Summer
2022-01-28,ZAF,Summer
2022-01-29,USA,Winter
2022-01-29,DEU,Winter
2022-01-29,FRA,Winter
2022-01-29,KOR,Winter
2022-01-29,JPN,Winter
2022-01-29,GBR,Winter
2022-01-29,CAN,Winter
2022-01-29,AUS,Summer
2022-01-29,BRA,Summer
2022-01-29,ZAF,Summer
2022-01-30,USA,Winter
2022-01-30,DEU,Winter
2022-01-30,FRA,Winter
2022-01-30,KOR,Winter
2022-01-30,JPN,Winter
2022-01-30,GBR,Winter
2022-01-30,CAN,Winter
2022-01-30,AUS,Summer
2022-01-30,BRA,Summer
2022-01-30,ZAF,Summer
2022-01-31,USA,Winter
2022-01-31,DEU,Winter
2022-01-31,FRA,Winter
2022-01-31,KOR,Winter
2022-01-31,JPN,Winter
2022-01-31,GBR,Winter
2022-01-31,CAN,Winter
2022-01-31,AUS,Summer
2022-01-31,BRA,Summer
2022-01-31,ZAF,Summer
2022-02-01,USA,Winter
2022-02-01,DEU,Winter
2022-02-01,FRA,Winter
2022-02-01,KOR,Winter
2022-02-01,JPN,Winter
2022-02-01,GBR,Winter
2022-02-01,CAN,Winter
2022-02-01,AUS,Summer
2022-02-01,BRA,Summer
2022-02-01,ZAF,Summer
2022-02-02,USA,Winter
2022-02-02,DEU,Winter
2022-02-02,FRA,Winter
2022-02-02,KOR,Winter
2022-02-02,JPN,Winter
2022-02-02,GBR,Winter
2022-02-02,CAN,Winter
2022-02-02,AUS,Summer
2022-02-02,BRA,Summer
2022-02-02,ZAF,Summer
2022-02-03,USA,Winter
2022-02-03,DEU,Winter
2022-02-03,FRA,Winter
2022-02-03,KOR,Winter
2022-02-03,JPN,Winter
2022-02-03,GBR,Winter
2022-02-03,CAN,Winter
2022-02-03,AUS,Summer
2022-02-03,BRA,Summer
2022-02-03,ZAF,Summer
2022-02-04,USA,Winter
2022-02-04,DEU,Winter
2022-02-04,FRA,Winter
2022-02-04,KOR,Winter
2022-02-04,JPN,Winter
2022-02-04,GBR,Winter
2022-02-04,CAN,Winter
2022-02-04,AUS,Summer
2022-02-04,BRA,Summer
2022-02-04,ZAF,Summer
2022-02-05,USA,Winter
2022-02-05,DEU,Winter
2022-02-05,FRA,Winter
2022-02-05,KOR,Winter
2022-02-05,JPN,Winter
2022-02-05,GBR,Winter
